Charc,Movie,NewChar
",Madhuri Dixit,Jackie Shroff,Sanjay Dutt,Subhash Ghai,Saroj Khan,Anand Bakshi,Alka Yagnik,Ila Arun",Khalnayak,"['Madhuri Dixit', 'Jackie Shroff', 'Sanjay Dutt', 'Subhash Ghai', 'Saroj Khan', 'Anand Bakshi', 'Alka Yagnik', 'Ila Arun']"
",Atul Agnihotri,Jackie Shroff,Ayesha Jhulka,Kajol",Hote Hote Pyar Ho Gaya,"['Atul Agnihotri', 'Jackie Shroff', 'Ayesha Jhulka', 'Kajol']"
",Nasir Hussain,Padmini Kolhapure,Rishi Kapoor,Amjad Khan,Kader Khan,Simple Kapadia,Yogeeta Bali,Majrooh Sultanpuri,Asha Bhosle,Mohammad Rafi",Zamaane Ko Dikhana Hai,"['Nasir Hussain', 'Padmini Kolhapure', 'Rishi Kapoor', 'Amjad Khan', 'Kader Khan', 'Simple Kapadia', 'Yogeeta Bali', 'Majrooh Sultanpuri', 'Asha Bhosle', 'Mohammad Rafi']"
",Monica Bedi,Sunil Shetty,Deepak Bahry",Kaala Samrajya,"['Monica Bedi', 'Sunil Shetty', 'Deepak Bahry']"
",Paresh Rawal,Akshaye Khanna,Genelia D'Souza,Manoj Joshi,Rajpal Yadav,Om Puri,Naseeruddin Shah",Mere Baap Pehle Aap,"['Paresh Rawal', 'Akshaye Khanna', ""Genelia D'Souza"", 'Manoj Joshi', 'Rajpal Yadav', 'Om Puri', 'Naseeruddin Shah']"
",Rinke Khanna,Sanjay Jha,Mahesh Manjrekar",Pran Jaye Par Shaan Na Jaye,"['Rinke Khanna', 'Sanjay Jha', 'Mahesh Manjrekar']"
",Kareena Kapoor,Tusshar Kapoor,Anu Malik,Satish Kaushik,Vashu Bhagnani",Mujhe Kucch Kehna Hai,"['Kareena Kapoor', 'Tusshar Kapoor', 'Anu Malik', 'Satish Kaushik', 'Vashu Bhagnani']"
",Mani Ratnam,Ilaiyaraaja,Rajinikanth,Jaishankar,Aravind Swamy,Saif Ali Khan,G. Venkateswaran,Charuhasan",Thalapathi,"['Mani Ratnam', 'Ilaiyaraaja', 'Rajinikanth', 'Jaishankar', 'Aravind Swamy', 'Saif Ali Khan', 'G. Venkateswaran', 'Charuhasan']"
",Akku Akbar,Rituparna Sen Gupta,Atul Kulkarni,Shivani",Gauri: The Unborn,"['Akku Akbar', 'Rituparna Sen Gupta', 'Atul Kulkarni', 'Shivani']"
",Pooja Batra,Karisma Kapoor,Sanjay Dutt,Paresh Rawal,Aruna Irani,Anupam Kher,Kader Khan,Shakti Kapoor,Shashi Kapoor,David Dhawan,Ashish Vidyarthi,Anu Malik,Satish Kaushik,Babita",Haseena Maan Jaayegi,"['Pooja Batra', 'Karisma Kapoor', 'Sanjay Dutt', 'Paresh Rawal', 'Aruna Irani', 'Anupam Kher', 'Kader Khan', 'Shakti Kapoor', 'Shashi Kapoor', 'David Dhawan', 'Ashish Vidyarthi', 'Anu Malik', 'Satish Kaushik', 'Babita']"
",Priyanka Chopra,Yash Chopra,Irrfan Khan,Joginder Tuteja,Anupama Chopra",Gunday,"['Priyanka Chopra', 'Yash Chopra', 'Irrfan Khan', 'Joginder Tuteja', 'Anupama Chopra']"
",Parmeet Sethi,Amrish Puri,Harry Baweja,Sonali Bendre,Karan Razdan,Shakti Kapoor,Juhi Chawla,Farida Jalal,Gulshan Grover,Madhoo",Diljale,"['Parmeet Sethi', 'Amrish Puri', 'Harry Baweja', 'Sonali Bendre', 'Karan Razdan', 'Shakti Kapoor', 'Juhi Chawla', 'Farida Jalal', 'Gulshan Grover', 'Madhoo']"
",Sanjay Suri,Naseeruddin Shah,Raghubir Yadav,Paresh Rawal,Tisca Chopra,Nawazuddin Siddiqui,Shahana Goswami,A. Sreekar Prasad,Nandita Das,Nassar",Firaaq,"['Sanjay Suri', 'Naseeruddin Shah', 'Raghubir Yadav', 'Paresh Rawal', 'Tisca Chopra', 'Nawazuddin Siddiqui', 'Shahana Goswami', 'A. Sreekar Prasad', 'Nandita Das', 'Nassar']"
",Sangeeta,Jeetendra,Divya Bharti,Jaya Prada,Kader Khan,Gulshan Grover",Sapnon Ka Mandir,"['Sangeeta', 'Jeetendra', 'Divya Bharti', 'Jaya Prada', 'Kader Khan', 'Gulshan Grover']"
",Kay Kay Menon,Sonali Kulkarni,Vinay Pathak,Robin Dutt,Rajat Kapoor,Sandhya Mridul,Sunidhi Chauhan,Kunal Ganjawala",Via Darjeeling,"['Kay Kay Menon', 'Sonali Kulkarni', 'Vinay Pathak', 'Robin Dutt', 'Rajat Kapoor', 'Sandhya Mridul', 'Sunidhi Chauhan', 'Kunal Ganjawala']"
",Durga Puja",Bandhan,['Durga Puja']
",Sanjay Dutt,B.P. Verma",Naam O Nishan,"['Sanjay Dutt', 'B.P. Verma']"
",Deepa Sahi,Vinay Pathak,Riya Sen,Ketan Mehta,Anup Jalota,Sushmita Mukherjee,Darshan Jariwala",Tere Mere Phere,"['Deepa Sahi', 'Vinay Pathak', 'Riya Sen', 'Ketan Mehta', 'Anup Jalota', 'Sushmita Mukherjee', 'Darshan Jariwala']"
",Farha Naaz,Sunny Deol,Kulbhushan Kharbanda,Danny Denzongpa,J. P. Dutta",Yateem,"['Farha Naaz', 'Sunny Deol', 'Kulbhushan Kharbanda', 'Danny Denzongpa', 'J. P. Dutta']"
",Jaya Bachchan,Govind Nihalani,Anupam Kher,Nandita Das,Seema Biswas,Mahasweta Devi",Hazaar Chaurasi Ki Maa,"['Jaya Bachchan', 'Govind Nihalani', 'Anupam Kher', 'Nandita Das', 'Seema Biswas', 'Mahasweta Devi']"
",Dharamvir Bharati",Gunahon Ka Devta,['Dharamvir Bharati']
",Vinod Mehra,Shakti Kapoor,Mithun Chakraborty,Padmini Kolhapure,Tanvi Azmi",Pyari Behna,"['Vinod Mehra', 'Shakti Kapoor', 'Mithun Chakraborty', 'Padmini Kolhapure', 'Tanvi Azmi']"
",Abhishek Bachchan",Chittagong (film),['Abhishek Bachchan']
",Hari Mithun Chakraborty,Rakesh Roshan,Deven Verma,Sridevi,J. V. Somayajulu",Jaag Utha Insan,"['Hari Mithun Chakraborty', 'Rakesh Roshan', 'Deven Verma', 'Sridevi', 'J. V. Somayajulu']"
",Ranbir Kapoor,Rajkumar Santoshi,Katrina Kaif,Salman Khan,Darshan Jariwala,Upen Patel",Prem Kahani,"['Ranbir Kapoor', 'Rajkumar Santoshi', 'Katrina Kaif', 'Salman Khan', 'Darshan Jariwala', 'Upen Patel']"
",Smita Patil,Raj Babbar,Om Puri,Poonam Dhillon",Hum Farishte Nahin,"['Smita Patil', 'Raj Babbar', 'Om Puri', 'Poonam Dhillon']"
",Balraj Sahni,Juhi Chawla,Pandari Bai,Bhanupriya",Bhabhi,"['Balraj Sahni', 'Juhi Chawla', 'Pandari Bai', 'Bhanupriya']"
",Lucky Ali,M. M. Kreem,Divya Dutta",Sur: The Melody of Life,"['Lucky Ali', 'M. M. Kreem', 'Divya Dutta']"
",Shah Rukh Khan,Amjad Khan,Anil Kapoor,Sanjeev Kumar,Lucky Ali",Hamare Tumhare,"['Shah Rukh Khan', 'Amjad Khan', 'Anil Kapoor', 'Sanjeev Kumar', 'Lucky Ali']"
",Mohammad,Ali",Silsila,"['Mohammad', 'Ali']"
",Amrish Puri,Om Puri,Smita Patil,Govind Nihalani,Sadashiv Amrapurkar,Vijay Tendulkar,Dilip Chitre,Naseeruddin Shah",Ardh Satya,"['Amrish Puri', 'Om Puri', 'Smita Patil', 'Govind Nihalani', 'Sadashiv Amrapurkar', 'Vijay Tendulkar', 'Dilip Chitre', 'Naseeruddin Shah']"
",Abdul Rehman,Raj Kapoor,Manmohan Desai,Fyodor Dostoyevsky,Nutan",Chhalia,"['Abdul Rehman', 'Raj Kapoor', 'Manmohan Desai', 'Fyodor Dostoyevsky', 'Nutan']"
",Boman Irani,Akshaye Khanna,Sunil Shetty",Delhi Safari,"['Boman Irani', 'Akshaye Khanna', 'Sunil Shetty']"
",Raveena Tandon,Akshay Kumar",Police Force: An Inside Story,"['Raveena Tandon', 'Akshay Kumar']"
",Shah Rukh Khan,Farah Khan,Om Prakash,Manoj Kumar,Deepika Padukone,Gauri Khan,Javed Akhtar,Arjun Rampal,Shreyas Talpade,Sandeep Chowta",Om Shanti Om,"['Shah Rukh Khan', 'Farah Khan', 'Om Prakash', 'Manoj Kumar', 'Deepika Padukone', 'Gauri Khan', 'Javed Akhtar', 'Arjun Rampal', 'Shreyas Talpade', 'Sandeep Chowta']"
",Hema Malini,Amitabh Bachchan,Shakti Kapoor,Amjad Khan,Ranjeeta Kaur",Satte Pe Satta,"['Hema Malini', 'Amitabh Bachchan', 'Shakti Kapoor', 'Amjad Khan', 'Ranjeeta Kaur']"
",Shyam Benegal,Shreyas Talpade,Amrita Rao,Ila Arun,Shantanu Moitra,Divya Dutta,Kunal Kapoor,Rajeshwari Sachdev",Welcome to Sajjanpur,"['Shyam Benegal', 'Shreyas Talpade', 'Amrita Rao', 'Ila Arun', 'Shantanu Moitra', 'Divya Dutta', 'Kunal Kapoor', 'Rajeshwari Sachdev']"
",Amitabh Bachchan,Prakash Mehra,Bappi Lahiri,Jaya Prada,Bharat Bhushan,Kishor Kumar,Runa Laila,Om Prakash,Suresh Oberoi",Sharaabi,"['Amitabh Bachchan', 'Prakash Mehra', 'Bappi Lahiri', 'Jaya Prada', 'Bharat Bhushan', 'Kishor Kumar', 'Runa Laila', 'Om Prakash', 'Suresh Oberoi']"
",Sheela,Mohammed Rafi,Asha Bhosle,Mahendra Kapoor",Toofan Aur Bijlee,"['Sheela', 'Mohammed Rafi', 'Asha Bhosle', 'Mahendra Kapoor']"
",Shashi Kapoor,Hema Malini,Mithun Chakraborty,Shatrughan Sinha,Meenakshi Sheshadri,Danny Denzongpa,Sheela",Aandhi-Toofan,"['Shashi Kapoor', 'Hema Malini', 'Mithun Chakraborty', 'Shatrughan Sinha', 'Meenakshi Sheshadri', 'Danny Denzongpa', 'Sheela']"
",Lata Mangeshkar",Parasmani,['Lata Mangeshkar']
",Reena Roy,Ashok Kumar,Jeetendra,Dasari Narayana Rao,Akkineni Nageswara Rao,Rekha,Prem Chopra,Sridevi,Vinod Mehra",Prem Tapasya,"['Reena Roy', 'Ashok Kumar', 'Jeetendra', 'Dasari Narayana Rao', 'Akkineni Nageswara Rao', 'Rekha', 'Prem Chopra', 'Sridevi', 'Vinod Mehra']"
",Saurabh Shukla,Vijay Raaz,Jackie Shroff,Lilette Dubey,Aadesh Shrivastav",Hari Puttar: A Comedy of Terrors,"['Saurabh Shukla', 'Vijay Raaz', 'Jackie Shroff', 'Lilette Dubey', 'Aadesh Shrivastav']"
",Ramachandra,Sonali Bendre,A. R. Rahman,Kathir,Anupam Kher,A.M. Rathnam,Nassar,Chinni Jayanth,Kunal,P. C. Sriram",Dil Hi Dil Mein,"['Ramachandra', 'Sonali Bendre', 'A. R. Rahman', 'Kathir', 'Anupam Kher', 'A.M. Rathnam', 'Nassar', 'Chinni Jayanth', 'Kunal', 'P. C. Sriram']"
",Lord Rama,Reshmi Ghosh",Mahabali Hanuman,"['Lord Rama', 'Reshmi Ghosh']"
",Sanjay Gandhi,Indira Gandhi,Manohar Singh,Shabana Azmi",Kissa Kursi Ka,"['Sanjay Gandhi', 'Indira Gandhi', 'Manohar Singh', 'Shabana Azmi']"
",Rakesh Roshan,Hrithik Roshan,Rajesh Roshan,Vivek Oberoi,Kangana Ranaut,Priyanka Chopra,Honey Irani",Krrish 3,"['Rakesh Roshan', 'Hrithik Roshan', 'Rajesh Roshan', 'Vivek Oberoi', 'Kangana Ranaut', 'Priyanka Chopra', 'Honey Irani']"
",Hema Malini,Amitabh Bachchan,C.V. Sridhar,Jeetendra",Gehri Chaal,"['Hema Malini', 'Amitabh Bachchan', 'C.V. Sridhar', 'Jeetendra']"
",Shashi Kapoor,Aruna Irani,Ravindra Jain,Danny Denzongpa,Madan Puri,Asrani,Shabana Azmi,Asit Sen",Fakira,"['Shashi Kapoor', 'Aruna Irani', 'Ravindra Jain', 'Danny Denzongpa', 'Madan Puri', 'Asrani', 'Shabana Azmi', 'Asit Sen']"
",Basu Chatterjee,Amol Palekar,Vidya Sinha,Salil Chaudhury,Mallika Sarabhai,Amitabh Bachchan,Aparna Sen",Rajnigandha,"['Basu Chatterjee', 'Amol Palekar', 'Vidya Sinha', 'Salil Chaudhury', 'Mallika Sarabhai', 'Amitabh Bachchan', 'Aparna Sen']"
",Shahrukh Khan,Sushmita Sen",Dulha Mil Gaya,"['Shahrukh Khan', 'Sushmita Sen']"
",Akshay Kumar,Sanjay Dutt,John Abraham,Chitrangada Singh,Deepika Padukone,Anushka Sharma,David Dhawan,Sonam Kapoor,Adam Sandler",Desi Boyz,"['Akshay Kumar', 'Sanjay Dutt', 'John Abraham', 'Chitrangada Singh', 'Deepika Padukone', 'Anushka Sharma', 'David Dhawan', 'Sonam Kapoor', 'Adam Sandler']"
",Zayed Khan,Anand Kumar,Anupam Kher",Sharafat Gayi Tel Lene,"['Zayed Khan', 'Anand Kumar', 'Anupam Kher']"
",Rishi Kapoor,Rekha,Jeetendra,Kimi Katkar,Tatineni Rama Rao,Poonam Dhillon,Pran",Dosti Dushmani,"['Rishi Kapoor', 'Rekha', 'Jeetendra', 'Kimi Katkar', 'Tatineni Rama Rao', 'Poonam Dhillon', 'Pran']"
",Piyush Jha",King of Bollywood,['Piyush Jha']
",Shahid Kapoor,Ileana D'Cruz,Rajkumar Santoshi,Padmini Kolhapure,Yunus Parvez,Mika Singh,Darshan Jariwala,Saurabh Shukla,Benny Dayal",Phata Poster Nikla Hero,"['Shahid Kapoor', ""Ileana D'Cruz"", 'Rajkumar Santoshi', 'Padmini Kolhapure', 'Yunus Parvez', 'Mika Singh', 'Darshan Jariwala', 'Saurabh Shukla', 'Benny Dayal']"
",Reena Roy",Jaise Ko Taisa,['Reena Roy']
",Akkineni Nageswara Rao,S. V. Ranga Rao,Kadiri Venkata Reddy,Singeetam Srinivasa Rao,Marcus Bartley,Dasari Narayana Rao,Pingali Nagendrarao",Maya Bazaar,"['Akkineni Nageswara Rao', 'S. V. Ranga Rao', 'Kadiri Venkata Reddy', 'Singeetam Srinivasa Rao', 'Marcus Bartley', 'Dasari Narayana Rao', 'Pingali Nagendrarao']"
",Zeenat Aman,Anand Bakshi,Pradeep Kumar,A. K. Hangal",Kalabaaz,"['Zeenat Aman', 'Anand Bakshi', 'Pradeep Kumar', 'A. K. Hangal']"
",Seema Biswas,Vikram Singh",Mumbai Godfather,"['Seema Biswas', 'Vikram Singh']"
",Adhyayan Suman,Sharat Saxena",Luckhnowi Ishq,"['Adhyayan Suman', 'Sharat Saxena']"
",Juhi Chawla,Rinke Khanna,Shayan Munshi,Sanjay Suri,Rahul Bose,Riya Sen,Sujoy Ghosh",Jhankaar Beats,"['Juhi Chawla', 'Rinke Khanna', 'Shayan Munshi', 'Sanjay Suri', 'Rahul Bose', 'Riya Sen', 'Sujoy Ghosh']"
",Vijayadan Detha",Duvidha,['Vijayadan Detha']
",Mohan Bhargava,Shah Rukh Khan,Ashutosh Gowariker,Javed Akhtar,A. R. Rahman,Gayatri Joshi,Lekh Tandon",Swades,"['Mohan Bhargava', 'Shah Rukh Khan', 'Ashutosh Gowariker', 'Javed Akhtar', 'A. R. Rahman', 'Gayatri Joshi', 'Lekh Tandon']"
",Arjun Rampal,Dia Mirza,Vinod Khanna,Smita Jaykar,Aadesh Shrivastava",Deewaanapan,"['Arjun Rampal', 'Dia Mirza', 'Vinod Khanna', 'Smita Jaykar', 'Aadesh Shrivastava']"
",Shabana Azmi,Vishal Bhardwaj,Shweta Basu Prasad,Vijay Raaz",Makdee,"['Shabana Azmi', 'Vishal Bhardwaj', 'Shweta Basu Prasad', 'Vijay Raaz']"
",Tony Manero,John Travolta,Sylvester Stallone,Norman Wexler,Robert Stigwood,Frank Stallone,Kevyn Morrow,Roger Ebert,Donna Pescow,Finola Hughes,Joyce Hyser,Julie Bovasso,Cynthia Rhodes",Staying Alive,"['Tony Manero', 'John Travolta', 'Sylvester Stallone', 'Norman Wexler', 'Robert Stigwood', 'Frank Stallone', 'Kevyn Morrow', 'Roger Ebert', 'Donna Pescow', 'Finola Hughes', 'Joyce Hyser', 'Julie Bovasso', 'Cynthia Rhodes']"
",Mithun Chakraborty,Dharmendra,Deepak Bahry,Shatrughan Sinha,Kimi Katkar",Hum Se Na Takrana,"['Mithun Chakraborty', 'Dharmendra', 'Deepak Bahry', 'Shatrughan Sinha', 'Kimi Katkar']"
",Naseeruddin Shah,Anuradha Patel,Gulzar,Rekha,Shammi Kapoor,Asha Bhosle,Shashi Kapoor",Ijaazat,"['Naseeruddin Shah', 'Anuradha Patel', 'Gulzar', 'Rekha', 'Shammi Kapoor', 'Asha Bhosle', 'Shashi Kapoor']"
",Salman Khan,Sohail Khan,Aamir Khan,Anupama Chopra,Sunil Shetty,Genelia D'Souza",Jai Ho,"['Salman Khan', 'Sohail Khan', 'Aamir Khan', 'Anupama Chopra', 'Sunil Shetty', ""Genelia D'Souza""]"
",Rishi Kapoor,Satish Shah,Shoma Anand,Namitha",Love Ke Chakkar Mein,"['Rishi Kapoor', 'Satish Shah', 'Shoma Anand', 'Namitha']"
",Amit Trivedi,Rachel Portman,Shobha Kapoor,O. Henry",Lootera,"['Amit Trivedi', 'Rachel Portman', 'Shobha Kapoor', 'O. Henry']"
",Saif Ali Khan,Twinkle Khanna,Chunky Pandey,Michael J. Fox,Mahesh Bhatt",Yeh Hai Mumbai Meri Jaan,"['Saif Ali Khan', 'Twinkle Khanna', 'Chunky Pandey', 'Michael J. Fox', 'Mahesh Bhatt']"
",Parvin Dabas,Tannishtha Chatterjee,Suhasini Mulay",Jalpari: The Desert Mermaid,"['Parvin Dabas', 'Tannishtha Chatterjee', 'Suhasini Mulay']"
",Kunal,Kunal Khemu,Emraan Hashmi,Amrita Singh,Mahesh Bhatt,Anu Malik,Sunny Leone,Ashutosh Rana",Kalyug,"['Kunal', 'Kunal Khemu', 'Emraan Hashmi', 'Amrita Singh', 'Mahesh Bhatt', 'Anu Malik', 'Sunny Leone', 'Ashutosh Rana']"
",Minissha Lamba,Zayed Khan,Isha Sharvani,Vikram Singh",Rocky  The Rebel,"['Minissha Lamba', 'Zayed Khan', 'Isha Sharvani', 'Vikram Singh']"
",Dev Anand,Hema Malini,Prem Chopra,Vikram Singh,S.D. Burman,A. K. Hangal",Chhupa Rustam,"['Dev Anand', 'Hema Malini', 'Prem Chopra', 'Vikram Singh', 'S.D. Burman', 'A. K. Hangal']"
",Mandira Bedi,Virendra Saxena,Ashutosh Rana,Chaitanya Choudhury,Tom Alter,Roshni Chopra",Aahat,"['Mandira Bedi', 'Virendra Saxena', 'Ashutosh Rana', 'Chaitanya Choudhury', 'Tom Alter', 'Roshni Chopra']"
",Augustus de Morgan,Charles Lutwidge Dodgson,Ferdinand von Lindemann,Aristophanes,Srinivasa Ramanujan,Alexander Pope,Archimedes,James Gregory,E. W. Hobson,Johann Heinrich Lambert,Thomas Hobbes,Arnaut Daniel",The Square Circle,"['Augustus de Morgan', 'Charles Lutwidge Dodgson', 'Ferdinand von Lindemann', 'Aristophanes', 'Srinivasa Ramanujan', 'Alexander Pope', 'Archimedes', 'James Gregory', 'E. W. Hobson', 'Johann Heinrich Lambert', 'Thomas Hobbes', 'Arnaut Daniel']"
",Kareena Kapoor,Lara Dutta,Akshay Kumar,Juhi Chawla,Kiran Kumar,Bobby Deol,Lillete Dubey,Amisha Patel,Suneel Darshan,Sherlyn Chopra",Dosti: Friends Forever,"['Kareena Kapoor', 'Lara Dutta', 'Akshay Kumar', 'Juhi Chawla', 'Kiran Kumar', 'Bobby Deol', 'Lillete Dubey', 'Amisha Patel', 'Suneel Darshan', 'Sherlyn Chopra']"
",Smita Patil,Supriya Pathak,Mithun Chakraborty,Gulshan Grover,Suresh Oberoi,Meenakshi Sheshadri,Raghu,Aruna Irani",Dilwaala,"['Smita Patil', 'Supriya Pathak', 'Mithun Chakraborty', 'Gulshan Grover', 'Suresh Oberoi', 'Meenakshi Sheshadri', 'Raghu', 'Aruna Irani']"
",Balu Mahendra,Ramesh Aravind,Revathi Menon,Heera Rajgopal",Aur Ek Prem Kahani,"['Balu Mahendra', 'Ramesh Aravind', 'Revathi Menon', 'Heera Rajgopal']"
",Amrita Singh,Bappi Lahiri,Jeetendra,Rajnikanth",Tamacha,"['Amrita Singh', 'Bappi Lahiri', 'Jeetendra', 'Rajnikanth']"
",Chunky Pandey,Shibu Mitra,Vinod Mehra,Shatrughan Sinha,Moushumi Chatterjee",Aag Hi Aag,"['Chunky Pandey', 'Shibu Mitra', 'Vinod Mehra', 'Shatrughan Sinha', 'Moushumi Chatterjee']"
",Shah Jahan",Lahore,['Shah Jahan']
",Jackie Shroff,Ramya Krishna,Mithun Chakraborty",Shapath,"['Jackie Shroff', 'Ramya Krishna', 'Mithun Chakraborty']"
",Paresh Rawal,Priyadarshan,Rajpal Yadav,Sudha Chandran,Shreyas Talpade",Malamaal Weekly,"['Paresh Rawal', 'Priyadarshan', 'Rajpal Yadav', 'Sudha Chandran', 'Shreyas Talpade']"
",Vivek Shauq,Raj Zutshi,Kareena Kapoor,Shahid Kapoor,Akshaye Khanna,Paresh Rawal,Payal Rohatgi,Upen Patel,Johnny Lever,Subhash Ghai,Vivek Vaswani,Himesh Reshammiya",36 China Town,"['Vivek Shauq', 'Raj Zutshi', 'Kareena Kapoor', 'Shahid Kapoor', 'Akshaye Khanna', 'Paresh Rawal', 'Payal Rohatgi', 'Upen Patel', 'Johnny Lever', 'Subhash Ghai', 'Vivek Vaswani', 'Himesh Reshammiya']"
",Dasari Narayana Rao,Rajesh Khanna,Reena Roy",Asha Jyoti,"['Dasari Narayana Rao', 'Rajesh Khanna', 'Reena Roy']"
",Kabir Mukherjee,Manjari Fadnis,Sunny Deol,Rajit Kapoor",Rok Sako To Rok Lo,"['Kabir Mukherjee', 'Manjari Fadnis', 'Sunny Deol', 'Rajit Kapoor']"
",Reema Sen,Paresh Rawal,Ajay Devgan,Bipasha Basu,Akshaye Khanna",Aakrosh,"['Reema Sen', 'Paresh Rawal', 'Ajay Devgan', 'Bipasha Basu', 'Akshaye Khanna']"
",Amitabh Bachchan,Sukumar Sinha,Jaya Bachchan,Sharmila Tagore,Keshto Mukherjee,S. D. Burman,Om Prakash,Hrishikesh Mukherjee,Dharmendra,David Abraham Cheulkar,Anand Bakshi,Kishore Kumar,Mohammed Rafi",Chupke Chupke,"['Amitabh Bachchan', 'Sukumar Sinha', 'Jaya Bachchan', 'Sharmila Tagore', 'Keshto Mukherjee', 'S. D. Burman', 'Om Prakash', 'Hrishikesh Mukherjee', 'Dharmendra', 'David Abraham Cheulkar', 'Anand Bakshi', 'Kishore Kumar', 'Mohammed Rafi']"
",Hrithik Roshan,Priyanka Chopra,Rekha,Tony Ching,Archana Puran Singh",Krrish,"['Hrithik Roshan', 'Priyanka Chopra', 'Rekha', 'Tony Ching', 'Archana Puran Singh']"
",Mohan Joshi,Shah Rukh Khan,Juhi Chawla,Aziz Mirza,Paresh Rawal,Javed Akhtar,Dalip Tahil,Johnny Lever,Aadesh Shrivastava,Satish Shah",Phir Bhi Dil Hai Hindustani,"['Mohan Joshi', 'Shah Rukh Khan', 'Juhi Chawla', 'Aziz Mirza', 'Paresh Rawal', 'Javed Akhtar', 'Dalip Tahil', 'Johnny Lever', 'Aadesh Shrivastava', 'Satish Shah']"
",Esha Deol,Akshay Kapoor,Hrithik Roshan,Saif Ali Khan,Arjun Sablok",Na Tum Jaano Na Hum,"['Esha Deol', 'Akshay Kapoor', 'Hrithik Roshan', 'Saif Ali Khan', 'Arjun Sablok']"
",Karisma Kapoor,Saif Ali Khan,Salman Khan,Anil Kapoor,David Dhawan,Sushmita Sen,Manisha Koirala,Anu Malik,Sanjay Dutt",Biwi No.1,"['Karisma Kapoor', 'Saif Ali Khan', 'Salman Khan', 'Anil Kapoor', 'David Dhawan', 'Sushmita Sen', 'Manisha Koirala', 'Anu Malik', 'Sanjay Dutt']"
",Karan Nath,Dino Morea,Anu Malik,Simone Singh,Tanisha",Sssshhh...,"['Karan Nath', 'Dino Morea', 'Anu Malik', 'Simone Singh', 'Tanisha']"
",Mary Cassatt,Jacob M. Appel",Mother,"['Mary Cassatt', 'Jacob M. Appel']"
",Amole Gupte,Divya Dutta,Raj Zutshi,Anupama Chopra",Stanley Ka Dabba,"['Amole Gupte', 'Divya Dutta', 'Raj Zutshi', 'Anupama Chopra']"
",Shivani",Takkar,['Shivani']
",Rajesh Khanna,Raza Murad,Aryan Vaid",Riyasat,"['Rajesh Khanna', 'Raza Murad', 'Aryan Vaid']"
",Sunny Deol,Bobby Deol,Dharmendra,Rekha,Salman Khan",Deewana,"['Sunny Deol', 'Bobby Deol', 'Dharmendra', 'Rekha', 'Salman Khan']"
",Rao Gopal Rao,Sirivennela Sitarama Sastry,Rajani",Coolie No. 1,"['Rao Gopal Rao', 'Sirivennela Sitarama Sastry', 'Rajani']"
",Lakshman Singh,Mahasweta Devi,Amjad Khan,Bhupen Hazarika,Raghuveer Yadav,Dimple Kapadia,Raj Babbar,Sushmita Mukherjee",Rudaali,"['Lakshman Singh', 'Mahasweta Devi', 'Amjad Khan', 'Bhupen Hazarika', 'Raghuveer Yadav', 'Dimple Kapadia', 'Raj Babbar', 'Sushmita Mukherjee']"
",Ram,Jackie Shroff,Poonam Dhillon,Shankar Nag,Sadashiv Amrapurkar,Satyen Kappu",Teri Meherbaniyan,"['Ram', 'Jackie Shroff', 'Poonam Dhillon', 'Shankar Nag', 'Sadashiv Amrapurkar', 'Satyen Kappu']"
",Madan Puri,Ravindra Jain,Lekh Tandon,Tarachand Barjatya,Viju Khote",Dulhan Wahi Jo Piya Man Bhaaye,"['Madan Puri', 'Ravindra Jain', 'Lekh Tandon', 'Tarachand Barjatya', 'Viju Khote']"
",Shah Rukh Khan,Ali Zafar,Amit Trivedi,Kunal Kapoor",Zindagi,"['Shah Rukh Khan', 'Ali Zafar', 'Amit Trivedi', 'Kunal Kapoor']"
",Rajpal Yadav,Shilpa Shetty,Ram Gopal Varma,Sayaji Shinde,Shah Rukh Khan,Raveena Tandon",Shool,"['Rajpal Yadav', 'Shilpa Shetty', 'Ram Gopal Varma', 'Sayaji Shinde', 'Shah Rukh Khan', 'Raveena Tandon']"
",Revathi,V. Priya",Mitr My Friend,"['Revathi', 'V. Priya']"
",Himesh Reshammiya",Aabra Ka Daabra,['Himesh Reshammiya']
",Soha Ali Khan,Arshad Warsi,Babul Supriyo,Jaaved Jaffrey,Geeta Basra,Kunal Khemu,Vijay Raaz,Kapil",Mr Joe B. Carvalho,"['Soha Ali Khan', 'Arshad Warsi', 'Babul Supriyo', 'Jaaved Jaffrey', 'Geeta Basra', 'Kunal Khemu', 'Vijay Raaz', 'Kapil']"
",Rajesh Khanna,Jaya Prada,Kishore Kumar,Asha Bhonsle,Madan Puri,Rakesh Roshan,Shakti Samanta,Supriya Pathak,Suresh Oberoi,Prem Chopra",Awaaz,"['Rajesh Khanna', 'Jaya Prada', 'Kishore Kumar', 'Asha Bhonsle', 'Madan Puri', 'Rakesh Roshan', 'Shakti Samanta', 'Supriya Pathak', 'Suresh Oberoi', 'Prem Chopra']"
",Rishi Kapoor,Zeenat Aman,Amjad Khan,Ranbir Kapoor,Nasir Hussain,Mohammad Rafi,Jalal Agha,Tom Alter,Om Shivpuri,Majrooh Sultanpuri",Hum Kisise Kum Nahin,"['Rishi Kapoor', 'Zeenat Aman', 'Amjad Khan', 'Ranbir Kapoor', 'Nasir Hussain', 'Mohammad Rafi', 'Jalal Agha', 'Tom Alter', 'Om Shivpuri', 'Majrooh Sultanpuri']"
